"User Account","Account Balance","ENS Name"
"0x85703EB416aABb47dE3Fb79104c6b221e60e26ce","0.0",
"0xD8eeda4ee2657Bb267bc35C1d60babdc5aEdD269","0.000000000000000001",
"0x1ed014aEc47fAe44C9E55bAC7662c0b78Ae61798","72.147099925440703856",
"0x8205d58b8F450653516f2B0115307B8C35FEe0Ac","0.019685206929942165",
"0xE29cD0ce470B949c8e169F94e042d7D725b99cD9","0.0",
"0x5263261bAD400DEf63AF145270B2bD144ec64E14","0.0",
"0x099c1Ce9f8e59e9Ba95F4F8dfc3A5E7a62E9031E","0.000055098179944435",
"0x62F5E5c4FDEafBd1b7F09d296123998c1F3a85aC","0.000007986397241552",
"0x67bEA8deC0Dcd98363edDb7522B10EFc9DC98Dfc","0.0",
"0x7D7A96a720396bb22681578545C56899f23F58E3","0.00036299437648994",
"0x3D48587aA16D91a2e37198B5B428674bDADdf038","0.002305713659633",
"0x44Fe14e53050eC6c7e043D688201f9B673ce1Fbb","0.0",
"0xD8E21e90E36d7abbb20522bF2f9B108e3Baa1155","0.00000000000045591",
"0x834D1e21A8A11a87174FBbCa30337034B3fdC299","0.000000000000000001",
"0xF18EB6A4D8C8024b3fEC51deA418af67499bf2f2","0.000249986561300667",
"0x77b13Ba3e6DcDbB5840897fE7C7b9Da0bBCa9f37","0.0814209194942",
"0xa11c34725e746d4E762C0ee6247EBd9201D221E4","0.000003389492573026",
"0x16ebf7e622804e41474580991984F71fFeb04bfA","0.2",
"0x15402E0Da76Df339268D70c99AC7C569A056e4E7","0.0997",
"0xB20dbf18dBAbb89DE6C6c2f9D12B14CC6b01Ca02","0.055803328599275005",
"0x8e638f4A968a50b59dFB5C722546281051298Cde","0.0",
"0x484fE793211EA99E242B93536eC9BB741AE81003","0.0",
"0xF6F51A4aB39aE88397F17B98fa1FFe58e9e379dE","0.000000000069385699",
"0x4ffe7c199D265E6639c1b3cb01a6c811f620E720","0.0",
"0xB6346451d5477A813e1564fAEE0121B8564B4A9a","0.00029685",
"0xdc8Ac750EA8A91F180a26E75019D5CC46fDE09eB","0.000416514929123041",
"0x3B041627814ba14F6D5eaA29249d28Df1D463Fc8","0.0",
"0xE3E682A7685EF74A10Cde1C7E848984462a7Dc6e","0.000000000000465393",
"0xF448f03FBdD8364d6C990AAD1C9bf288ca1CF7F7","0.000378023748112",
"0xcdb1978195F0F6694d0fC4C5770660F12Aad65c3","0.006199348878171056",
"0x68476977382d9cb85d11775B79252ee7d2859738","0.000038529471242502",
"0x4E2B780bea76abc73833276BE8eac4caF0f19A33","0.0",
"0xA3D559A26e0252266D4d43231D7c29707C76d8b0","0.0",
"0xce7F06ba27b3E525cCdfc559Cea9E523E5F91EaE","0.000000000000288742",
"0xA2D1Fb276aFdf61E98b5E0e185Ed5B99A130705c","0.000087576293325484",
"0xa10ceFA3d041e48D2889f34c0341560929B43e39","0.000155157321242332",
"0xe3bdd387764815093E01b299B64bD0465eD39623","0.0",
"0xFf27070A2dCf50dA15db040805e931c1642A6c63","0.0",
"0xF01f184B0DAd777f8b9ec37574AF5e6DAC4508D1","0.000010977563494907",
"0x59ecd106621553421a93B031cF33A6876E34A46E","0.0",
"0x045E718cC8bf15f93eA31E94E95b6cE5EA2fA423","0.0",
"0xc47d9E6C75d388Aeb92574429dAD43A148f2f3ea","0.131619381916060401",
"0xC527843754B09f7a79c50F7F88E27bED79C830f3","0.044",
"0x43f996926Fbb1f4622C67259939462fAc7735ee5","0.0",
"0x0F1838b28fA12422F9097E86AbCF892807Bb64A5","0.000813550771182988","cityl.eth"
"0xa75e9Ae5D8FB48e3A0693a18ad1723C72A150168","0.000147741999799629",
"0x173C86A6E9E8f10bde86fBF780C57479F1e27FF4","0.000668183698936001",
"0xe37129fa8Afd8d2EB4Bf9D3b1Cd19ee89bF949B1","0.0",
"0xbe4736749eF1E1C1e686Bb161FB17CDd4aEa563E","0.0","b0esium.eth"
"0xD635Df2C3d63575576c1F030dF8f634358bd6975","0.000000000000282861",
"0x1eF73c64Befd84B1f5b51A629AEfbd3922CAea9E","0.00000111704175588",
"0x38E13a792104836C4585037a3723155a520323e4","0.0",
"0xBd2f70F00760835410540Bf39edc000625DFa56c","0.0",
"0x1E0864b56679Ce48b871b9D091333FAEc3434F6f","0.0",
